KIC			Dnu			nu_max			Dpi1		dnurot,core			sigma			number of components
			(muHz)			(muHz)			(s)		 (nHz)				 (nHz)

007510539		13.84			172.52			82.60		380.0				7.59				3
007516156		12.68			162.62			81.32		880.0				2.24				3
007518143		12.38			157.05			78.40		175.0				2.80				3
007518352		7.50			76.35			71.00		160.0				6.79				3
007529215		8.37			90.16			72.60		200.0				3.96				3
007530088		13.41			166.13			81.70		350.0				3.62				2
007533995		9.62			106.55			77.30		0.0				3.70				1
007538899		9.99			113.02			77.40		0.0				9.00				1
007546098		13.18			159.56			82.70		325.0				1.30				3
007581822		13.14			160.44			83.80		435.0				5.39				3
007584122		18.57			232.83			91.30		480.0				7.06				3
007591451		11.03			127.67			75.40		0.0				7.59				1
007609801		10.52			121.70			77.10		0.0				0.78				1
007611069		12.64			158.56			79.20		190.0				6.85				3
007617912		17.29			216.93			89.45		500.0				0.71				3
007612755		8.40			91.51			73.00		0.0				5.52				1
